year,flow,hs_section,share_of_flow_pct
2022,import,17 Transport means,7.265068812333803
2022,import,18 Optical. medical. photog. musical instr,1.1489350987233384
2022,import,19 Arms and ammunition,0.31776452655568077
2022,import,20 Miscellaneous manufactured articles,2.593983469151661
2022,import,21 Works of art,0.08199459658445692
2022,export,01 Live animals,1.1584752905709392
2022,export,02 Vegetable products,3.338020419392309
2022,export,03 Edible oils,0.4535081486143697
2022,export,04 Prepared foodstufs beverageas and tobacco,6.971397416456783
2022,export,05 Mineral products,18.174501917763187
2022,export,06 Product of chemical industries,2.048153044217295
2022,export,07 Plastics. rubber and articles therof,12.815488831672809
2022,export,08 Leather and their articles,0.9458025189997364
2022,export,09 Wood and articles of wood,1.558965580485419
2022,export,10 Paper and their articles,1.123798203406172
2022,export,11 Textils and textile articles,3.1628309732535427
2022,export,12 Footwear,0.42133663133144983
2022,export,13 Articl. of stone. plaster. ceramic product and glass,3.0488776550271255
2022,export,14 Pearls. precious stones. metals etc,0.9005018155359363
