date,value_eur_thousands,mom_pct,mom_z,window
2019-01-01,788.0,-85.16007532956685,-3.3355896668230995,onset
2018-12-01,5310.0,-65.80591152038122,-2.6303506230639107,onset
2018-11-01,15529.0,-58.970090889875294,-2.3812627444917918,onset
2020-04-01,15173.0,693.1521170935703,25.025033491181826,recovery
2020-03-01,1913.0,336.75799086757985,12.038522926374075,recovery
2020-02-01,438.0,68.46153846153847,2.2621701268272747,recovery
