flow,n,beta,bootstrap_mean,ci_95_low,ci_95_high,exp_beta_minus_1_pct,ci_low_pct,ci_high_pct
import,60,-4.09369471085977,-4.1132556005032965,-4.436027033301776,-3.993701839151615,-98.33224989573087,-98.81571033896374,-98.15686422460068
export,60,-0.0038724824706584116,-0.005322431805104436,-0.10907424973581037,0.09835910838379291,-0.38649940797550464,-10.333616202657026,10.335893941856146
